# ridge,lasso,enet,pmridge,pmlasso,pmenet,mskridge,msklasso,mskenet,tskridge,tsklasso,tskenet
0.000000000000000000e+00,-2.625803335585042646e+02,-2.625803335585042646e+02,1.653282380516978023e+01,-2.625803335585042646e+02,-2.625803335585042646e+02,7.068822455504391655e+01,-2.625803335585042646e+02,-2.625803335585042646e+02,7.730900941824893380e+01,-2.625803335585042646e+02,-2.625803335585042646e+02
0.000000000000000000e+00,0.000000000000000000e+00,nan,2.792210788437432711e+02,nan,nan,2.742058056286925307e+02,nan,nan,2.718638708445643033e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.792210788437432711e+02,nan,nan,2.742058056286925307e+02,nan,nan,2.718638708445643033e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.792210788437432711e+02,-2.792210788437432711e+02,5.784161563747326795e+01,-2.792210788437432711e+02,-2.792210788437432711e+02,5.759513657186243307e+01,-2.792210788437432711e+02,-2.792210788437432711e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,2.742058056286925307e+02,nan,nan,2.718638708445643033e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.742058056286925307e+02,nan,nan,2.718638708445643033e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.742058056286925307e+02,-2.742058056286925307e+02,4.339440134049755926e+00,-2.742058056286925307e+02,-2.742058056286925307e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,2.718638708445643033e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718638708445643033e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.718638708445643033e+02,-2.718638708445643033e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
