# ridge,lasso,rf,enet,keras
0.000000000000000000e+00,-1.639682643779066211e+02,-3.001544372945622285e+01,-1.639682643779066211e+02,-1.477748391829123307e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.178224739757745425e+02,nan,-1.484792492719536305e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.178224739757744999e+02,-1.226414147051596757e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.484792492719536305e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
