# mskridge,mskautoencoder,tskridge,tskautoencoder,pmridge,mskhar,tskhar,pmhar
0.000000000000000000e+00,0.000000000000000000e+00,1.356929874769882275e-21,7.392765699777554417e-193,0.000000000000000000e+00,8.570390991713116025e-01,3.236912011411252351e-74,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.245287598644331511e-208,8.133896841676426306e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.018565950494441078e-208
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.350559632135810902e-250,0.000000000000000000e+00,3.583180938091456530e-24,9.307205564539304396e-292,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.528668601887945576e-255,4.812479845999722276e-127,8.866692184090657210e-299,7.646291998213857431e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.152915380407043935e-93,1.530888298153865931e-219
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
