# ridge,lasso,enet,pmridge,pmlasso,pmenet,mskridge,msklasso,mskenet,tskridge,tsklasso,tskenet
0.000000000000000000e+00,-2.487726741342449088e+02,-2.487726741342449088e+02,-3.767076282546657495e+01,-2.487726741342449088e+02,-2.487726741342449088e+02,3.834014853881758000e+01,-2.487726741342449088e+02,-2.487726741342449088e+02,3.325032785052393081e+01,-2.487726741342449088e+02,-2.487726741342449088e+02
0.000000000000000000e+00,0.000000000000000000e+00,nan,2.655262722130133852e+02,nan,nan,2.572425727306373346e+02,nan,nan,2.559377125625218241e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.655262722130133852e+02,nan,nan,2.572425727306373346e+02,nan,nan,2.559377125625218241e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.655262722130133852e+02,-2.655262722130133852e+02,5.890793199064671626e+01,-2.655262722130133852e+02,-2.655262722130133852e+02,7.302813334149330160e+01,-2.655262722130133852e+02,-2.655262722130133852e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,2.572425727306373346e+02,nan,nan,2.559377125625218241e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.572425727306373346e+02,nan,nan,2.559377125625218241e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.572425727306373346e+02,-2.572425727306373346e+02,6.795965277699835383e+00,-2.572425727306373346e+02,-2.572425727306373346e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,2.559377125625218241e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.559377125625218241e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.559377125625218241e+02,-2.559377125625218241e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
